2025-08-08T22:43:59.4151505Z Container start method called.
2025-08-08T22:43:59.4718303Z Establishing network.
2025-08-08T22:43:59.4727665Z Pulling image: appsvc/python:3.11_20250723.2.tuxprod.
2025-08-08T22:45:49.9409839Z Image appsvc/python:3.11_20250723.2.tuxprod is pulled from registry 10.1.0.4:13209
2025-08-08T22:45:49.9511893Z Container is starting.
2025-08-08T22:45:49.9600526Z Establishing user namespace if not established already.
2025-08-08T22:45:49.9702017Z Establishing network if not established already.
2025-08-08T22:45:49.9790574Z Mounting volumes.
2025-08-08T22:45:49.9883550Z Nested mountpoint 
2025-08-08T22:45:50.0188076Z Nested mountpoint volatile/logs
2025-08-08T22:45:50.0298982Z Nested mountpoint 
2025-08-08T22:45:50.2351703Z Nested mountpoint 
2025-08-08T22:45:50.2751178Z Nested mountpoint 
2025-08-08T22:45:51.9240385Z Creating container.
2025-08-08T22:45:51.9380186Z Creating pipes for streaming container io.
2025-08-08T22:45:51.9483420Z Creating stdout named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9505905Z Successfully created stdout named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9513195Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb for reading in non-blocking mode.
2025-08-08T22:45:51.9592491Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9599322Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9687798Z Creating stderr named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9795997Z Successfully created stderr named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9879578Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0 for reading in non-blocking mode.
2025-08-08T22:45:51.9897988Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9968631Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9986373Z Creating container with image: appsvc/python:3.11_20250723.2.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:45:53.0952431Z Starting container: 24b190aba07a_newsroom-ai.
2025-08-08T22:45:53.2132139Z Starting watchers and probes.
2025-08-08T22:45:53.2630242Z Starting metrics collection.
2025-08-08T22:45:53.2829738Z Container is running.
2025-08-08T22:45:54.2309858Z Container start method finished after 114815 ms.
2025-08-08T22:46:27.0967384Z Container has finished running with exit code: 1.
2025-08-08T22:46:27.1274307Z Container is terminating. Grace period: 5 seconds.
2025-08-08T22:46:27.1928354Z Stop and delete container. Retry count = 0
2025-08-08T22:46:27.1953335Z Stopping container: 24b190aba07a_newsroom-ai.
2025-08-08T22:46:27.4090582Z Deleting container: 24b190aba07a_newsroom-ai. Retry count = 0
2025-08-08T22:46:29.0135333Z Container spec TerminationMessagePolicy  path 
2025-08-08T22:47:40.307Z INFO  - a83dfeaf7e13 Extracting 9MB / 56MB
2025-08-08T22:47:40.600Z INFO  - a83dfeaf7e13 Extracting 11MB / 56MB
2025-08-08T22:47:41.012Z INFO  - a83dfeaf7e13 Extracting 16MB / 56MB
2025-08-08T22:47:41.484Z INFO  - a83dfeaf7e13 Extracting 18MB / 56MB
2025-08-08T22:47:41.786Z INFO  - a83dfeaf7e13 Extracting 20MB / 56MB
2025-08-08T22:47:42.284Z INFO  - a83dfeaf7e13 Extracting 22MB / 56MB
2025-08-08T22:47:42.607Z INFO  - a83dfeaf7e13 Extracting 27MB / 56MB
2025-08-08T22:47:42.754Z INFO  - a83dfeaf7e13 Extracting 28MB / 56MB
2025-08-08T22:47:43.009Z INFO  - a83dfeaf7e13 Extracting 30MB / 56MB
2025-08-08T22:47:43.123Z INFO  - a83dfeaf7e13 Extracting 31MB / 56MB
2025-08-08T22:47:44.147Z INFO  - a83dfeaf7e13 Extracting 37MB / 56MB
2025-08-08T22:47:44.684Z INFO  - a83dfeaf7e13 Extracting 42MB / 56MB
2025-08-08T22:47:44.802Z INFO  - a83dfeaf7e13 Extracting 43MB / 56MB
2025-08-08T22:47:45.616Z INFO  - a83dfeaf7e13 Extracting 49MB / 56MB
2025-08-08T22:47:45.869Z INFO  - a83dfeaf7e13 Extracting 50MB / 56MB
2025-08-08T22:47:47.194Z INFO  - a83dfeaf7e13 Extracting 56MB / 56MB
2025-08-08T22:47:47.279Z INFO  - a83dfeaf7e13 Pull complete
2025-08-08T22:47:47.289Z INFO  - 8229bfef2880 Extracting 32KB / 1MB
2025-08-08T22:47:47.397Z INFO  - 8229bfef2880 Extracting 1MB / 1MB
2025-08-08T22:47:47.399Z INFO  - 8229bfef2880 Extracting 1MB / 1MB
2025-08-08T22:47:47.425Z INFO  - 8229bfef2880 Pull complete
2025-08-08T22:47:47.436Z INFO  - a829e5e6c9f1 Extracting 32KB / 39KB
2025-08-08T22:47:47.495Z INFO  - a829e5e6c9f1 Extracting 39KB / 39KB
2025-08-08T22:47:47.525Z INFO  - a829e5e6c9f1 Pull complete
2025-08-08T22:47:47.536Z INFO  - 43b3f19a5f7b Extracting 10KB / 10KB
2025-08-08T22:47:47.573Z INFO  - 43b3f19a5f7b Extracting 10KB / 10KB
2025-08-08T22:47:47.609Z INFO  - 43b3f19a5f7b Pull complete
2025-08-08T22:47:47.620Z INFO  - 7a953f5c3c0b Extracting 14KB / 14KB
2025-08-08T22:47:47.649Z INFO  - 7a953f5c3c0b Extracting 14KB / 14KB
2025-08-08T22:47:47.717Z INFO  - 7a953f5c3c0b Pull complete
2025-08-08T22:47:48.013Z INFO  - edafa92cab42 Extracting 1KB / 1KB
2025-08-08T22:47:48.099Z INFO  - edafa92cab42 Extracting 1KB / 1KB
2025-08-08T22:47:48.118Z INFO  - edafa92cab42 Pull complete
2025-08-08T22:47:48.264Z INFO  - 5e03e1f8cc28 Extracting 2KB / 2KB
2025-08-08T22:47:48.294Z INFO  - 5e03e1f8cc28 Extracting 2KB / 2KB
2025-08-08T22:47:48.419Z INFO  - 5e03e1f8cc28 Pull complete
2025-08-08T22:47:48.565Z INFO  - 78ee667486be Extracting 499B / 499B
2025-08-08T22:47:48.593Z INFO  - 78ee667486be Extracting 499B / 499B
2025-08-08T22:47:48.624Z INFO  - 78ee667486be Pull complete
2025-08-08T22:47:48.923Z INFO  - 1c6a5ee9f4e9 Extracting 528B / 528B
2025-08-08T22:47:48.945Z INFO  - 1c6a5ee9f4e9 Extracting 528B / 528B
2025-08-08T22:47:48.956Z INFO  - 1c6a5ee9f4e9 Pull complete
2025-08-08T22:47:49.047Z INFO  - e8b550749e66 Extracting 527B / 527B
2025-08-08T22:47:49.055Z INFO  - e8b550749e66 Extracting 527B / 527B
2025-08-08T22:47:49.067Z INFO  - e8b550749e66 Pull complete
2025-08-08T22:47:49.083Z INFO  - d15bc914a9c3 Extracting 2KB / 2KB
2025-08-08T22:47:49.098Z INFO  - d15bc914a9c3 Extracting 2KB / 2KB
2025-08-08T22:47:49.122Z INFO  - d15bc914a9c3 Pull complete
2025-08-08T22:47:49.392Z INFO  - d33500780c7d Extracting 544KB / 111MB
2025-08-08T22:47:49.816Z INFO  - d33500780c7d Extracting 3MB / 111MB
2025-08-08T22:47:50.051Z INFO  - d33500780c7d Extracting 5MB / 111MB
2025-08-08T22:47:50.296Z INFO  - d33500780c7d Extracting 7MB / 111MB
2025-08-08T22:47:51.028Z INFO  - d33500780c7d Extracting 9MB / 111MB
2025-08-08T22:47:51.755Z INFO  - d33500780c7d Extracting 11MB / 111MB
2025-08-08T22:47:52.165Z INFO  - d33500780c7d Extracting 14MB / 111MB
2025-08-08T22:47:52.425Z INFO  - d33500780c7d Extracting 15MB / 111MB
2025-08-08T22:47:52.572Z INFO  - d33500780c7d Extracting 16MB / 111MB
2025-08-08T22:47:52.881Z INFO  - d33500780c7d Extracting 18MB / 111MB
2025-08-08T22:47:53.290Z INFO  - d33500780c7d Extracting 20MB / 111MB
2025-08-08T22:47:53.748Z INFO  - d33500780c7d Extracting 22MB / 111MB
2025-08-08T22:47:53.807Z INFO  - d33500780c7d Extracting 24MB / 111MB
2025-08-08T22:47:53.905Z INFO  - d33500780c7d Extracting 25MB / 111MB
2025-08-08T22:47:54.388Z INFO  - d33500780c7d Extracting 27MB / 111MB
2025-08-08T22:47:54.601Z INFO  - d33500780c7d Extracting 29MB / 111MB
2025-08-08T22:47:54.899Z INFO  - d33500780c7d Extracting 31MB / 111MB
2025-08-08T22:47:55.023Z INFO  - d33500780c7d Extracting 34MB / 111MB
2025-08-08T22:47:55.170Z INFO  - d33500780c7d Extracting 36MB / 111MB
2025-08-08T22:47:55.836Z INFO  - d33500780c7d Extracting 40MB / 111MB
2025-08-08T22:47:56.041Z INFO  - d33500780c7d Extracting 42MB / 111MB
2025-08-08T22:47:56.445Z INFO  - d33500780c7d Extracting 45MB / 111MB
2025-08-08T22:47:56.707Z INFO  - d33500780c7d Extracting 47MB / 111MB
2025-08-08T22:47:57.722Z INFO  - d33500780c7d Extracting 49MB / 111MB
2025-08-08T22:47:58.250Z INFO  - d33500780c7d Extracting 58MB / 111MB
2025-08-08T22:47:58.700Z INFO  - d33500780c7d Extracting 58MB / 111MB
2025-08-08T22:47:59.828Z INFO  - d33500780c7d Extracting 60MB / 111MB
2025-08-08T22:47:59.944Z INFO  - d33500780c7d Extracting 62MB / 111MB
2025-08-08T22:48:00.384Z INFO  - d33500780c7d Extracting 64MB / 111MB
2025-08-08T22:48:00.600Z INFO  - d33500780c7d Extracting 65MB / 111MB
2025-08-08T22:48:01.459Z INFO  - d33500780c7d Extracting 67MB / 111MB
2025-08-08T22:48:01.664Z INFO  - d33500780c7d Extracting 68MB / 111MB
2025-08-08T22:48:02.386Z INFO  - d33500780c7d Extracting 70MB / 111MB
2025-08-08T22:48:03.354Z INFO  - d33500780c7d Extracting 71MB / 111MB
2025-08-08T22:48:03.782Z INFO  - d33500780c7d Extracting 72MB / 111MB
2025-08-08T22:48:05.373Z INFO  - d33500780c7d Extracting 73MB / 111MB
2025-08-08T22:48:06.143Z INFO  - d33500780c7d Extracting 74MB / 111MB
2025-08-08T22:48:08.261Z INFO  - d33500780c7d Extracting 75MB / 111MB
2025-08-08T22:48:08.950Z INFO  - d33500780c7d Extracting 76MB / 111MB
2025-08-08T22:48:10.720Z INFO  - d33500780c7d Extracting 78MB / 111MB
2025-08-08T22:48:11.060Z INFO  - d33500780c7d Extracting 78MB / 111MB
2025-08-08T22:48:12.199Z INFO  - d33500780c7d Extracting 79MB / 111MB
2025-08-08T22:48:13.773Z INFO  - d33500780c7d Extracting 80MB / 111MB
2025-08-08T22:48:14.435Z INFO  - d33500780c7d Extracting 81MB / 111MB
2025-08-08T22:48:15.579Z INFO  - d33500780c7d Extracting 82MB / 111MB
2025-08-08T22:48:16.277Z INFO  - d33500780c7d Extracting 83MB / 111MB
2025-08-08T22:48:17.562Z INFO  - d33500780c7d Extracting 85MB / 111MB
2025-08-08T22:48:19.545Z INFO  - d33500780c7d Extracting 87MB / 111MB
2025-08-08T22:48:20.503Z INFO  - d33500780c7d Extracting 87MB / 111MB
2025-08-08T22:48:21.648Z INFO  - d33500780c7d Extracting 89MB / 111MB
2025-08-08T22:48:21.862Z INFO  - d33500780c7d Extracting 89MB / 111MB
2025-08-08T22:48:22.065Z INFO  - d33500780c7d Extracting 90MB / 111MB
2025-08-08T22:48:23.059Z INFO  - d33500780c7d Extracting 91MB / 111MB
2025-08-08T22:48:23.059Z INFO  - d33500780c7d Extracting 92MB / 111MB
2025-08-08T22:48:23.060Z INFO  - d33500780c7d Extracting 94MB / 111MB
2025-08-08T22:48:23.206Z INFO  - d33500780c7d Extracting 94MB / 111MB
2025-08-08T22:48:23.598Z INFO  - d33500780c7d Extracting 96MB / 111MB
2025-08-08T22:48:24.901Z INFO  - d33500780c7d Extracting 98MB / 111MB
2025-08-08T22:48:25.454Z INFO  - d33500780c7d Extracting 98MB / 111MB
2025-08-08T22:48:28.769Z INFO  - d33500780c7d Extracting 100MB / 111MB
2025-08-08T22:48:30.016Z INFO  - d33500780c7d Extracting 100MB / 111MB
2025-08-08T22:48:30.983Z INFO  - d33500780c7d Extracting 101MB / 111MB
2025-08-08T22:48:33.769Z INFO  - d33500780c7d Extracting 103MB / 111MB
2025-08-08T22:48:34.579Z INFO  - d33500780c7d Extracting 103MB / 111MB
2025-08-08T22:48:37.323Z INFO  - d33500780c7d Extracting 105MB / 111MB
2025-08-08T22:48:38.706Z INFO  - d33500780c7d Extracting 105MB / 111MB
2025-08-08T22:48:41.881Z INFO  - d33500780c7d Extracting 107MB / 111MB
2025-08-08T22:48:43.776Z INFO  - d33500780c7d Extracting 107MB / 111MB
2025-08-08T22:48:47.043Z INFO  - d33500780c7d Extracting 109MB / 111MB
2025-08-08T22:48:47.691Z INFO  - d33500780c7d Extracting 109MB / 111MB
2025-08-08T22:48:49.689Z INFO  - d33500780c7d Extracting 111MB / 111MB
2025-08-08T22:48:49.769Z INFO  - d33500780c7d Extracting 111MB / 111MB
2025-08-08T22:48:53.495Z INFO  - d33500780c7d Pull complete
2025-08-08T22:48:53.686Z INFO  - 0a83b955bad1 Extracting 4KB / 4KB
2025-08-08T22:48:54.059Z INFO  - 0a83b955bad1 Extracting 4KB / 4KB
2025-08-08T22:48:54.206Z INFO  - 0a83b955bad1 Pull complete
2025-08-08T22:48:54.818Z INFO  - ae62b20f0e06 Extracting 768KB / 36MB
2025-08-08T22:48:55.847Z INFO  - ae62b20f0e06 Extracting 1MB / 36MB
2025-08-08T22:48:56.575Z INFO  - ae62b20f0e06 Extracting 2MB / 36MB
2025-08-08T22:48:57.330Z INFO  - ae62b20f0e06 Extracting 3MB / 36MB
2025-08-08T22:48:57.972Z INFO  - ae62b20f0e06 Extracting 3MB / 36MB
2025-08-08T22:49:00.669Z INFO  - ae62b20f0e06 Extracting 4MB / 36MB
2025-08-08T22:49:02.118Z INFO  - ae62b20f0e06 Extracting 5MB / 36MB
2025-08-08T22:49:04.538Z INFO  - ae62b20f0e06 Extracting 6MB / 36MB
2025-08-08T22:49:04.693Z INFO  - ae62b20f0e06 Extracting 6MB / 36MB
2025-08-08T22:49:05.266Z INFO  - ae62b20f0e06 Extracting 7MB / 36MB
2025-08-08T22:49:05.944Z INFO  - ae62b20f0e06 Extracting 8MB / 36MB
2025-08-08T22:49:06.331Z INFO  - ae62b20f0e06 Extracting 9MB / 36MB
2025-08-08T22:49:07.047Z INFO  - ae62b20f0e06 Extracting 9MB / 36MB
2025-08-08T22:49:07.417Z INFO  - ae62b20f0e06 Extracting 10MB / 36MB
2025-08-08T22:49:08.004Z INFO  - ae62b20f0e06 Extracting 11MB / 36MB
2025-08-08T22:49:08.723Z INFO  - ae62b20f0e06 Extracting 12MB / 36MB
2025-08-08T22:49:09.732Z INFO  - ae62b20f0e06 Extracting 12MB / 36MB
2025-08-08T22:49:10.498Z INFO  - ae62b20f0e06 Extracting 13MB / 36MB
2025-08-08T22:49:11.506Z INFO  - ae62b20f0e06 Extracting 15MB / 36MB
2025-08-08T22:49:12.401Z INFO  - ae62b20f0e06 Extracting 24MB / 36MB
2025-08-08T22:49:12.402Z INFO  - ae62b20f0e06 Extracting 25MB / 36MB
2025-08-08T22:49:13.705Z INFO  - ae62b20f0e06 Extracting 28MB / 36MB
2025-08-08T22:49:14.396Z INFO  - ae62b20f0e06 Extracting 31MB / 36MB
2025-08-08T22:49:14.708Z INFO  - ae62b20f0e06 Extracting 32MB / 36MB
2025-08-08T22:49:15.045Z INFO  - ae62b20f0e06 Extracting 33MB / 36MB
2025-08-08T22:49:16.209Z INFO  - ae62b20f0e06 Extracting 34MB / 36MB
2025-08-08T22:49:17.761Z INFO  - ae62b20f0e06 Extracting 35MB / 36MB
2025-08-08T22:49:26.750Z INFO  - ae62b20f0e06 Extracting 36MB / 36MB
2025-08-08T22:49:27.759Z INFO  - ae62b20f0e06 Extracting 36MB / 36MB
2025-08-08T22:49:28.684Z INFO  - ae62b20f0e06 Pull complete
2025-08-08T22:49:30.467Z INFO  - 038c2b53fe5f Extracting 704KB / 32MB
2025-08-08T22:49:31.359Z INFO  - 038c2b53fe5f Extracting 1MB / 32MB
2025-08-08T22:49:32.086Z INFO  - 038c2b53fe5f Extracting 2MB / 32MB
2025-08-08T22:49:32.892Z INFO  - 038c2b53fe5f Extracting 2MB / 32MB
2025-08-08T22:49:36.121Z INFO  - 038c2b53fe5f Extracting 3MB / 32MB
2025-08-08T22:49:37.239Z INFO  - 038c2b53fe5f Extracting 4MB / 32MB
2025-08-08T22:49:38.302Z INFO  - 038c2b53fe5f Extracting 4MB / 32MB
2025-08-08T22:49:39.558Z INFO  - 038c2b53fe5f Extracting 5MB / 32MB
2025-08-08T22:49:40.667Z INFO  - 038c2b53fe5f Extracting 6MB / 32MB
2025-08-08T22:49:42.052Z INFO  - 038c2b53fe5f Extracting 7MB / 32MB
2025-08-08T22:49:43.240Z INFO  - 038c2b53fe5f Extracting 7MB / 32MB
2025-08-08T22:49:44.044Z INFO  - 038c2b53fe5f Extracting 8MB / 32MB
2025-08-08T22:49:44.783Z INFO  - 038c2b53fe5f Extracting 9MB / 32MB
2025-08-08T22:49:46.418Z INFO  - 038c2b53fe5f Extracting 9MB / 32MB
2025-08-08T22:49:47.312Z INFO  - 038c2b53fe5f Extracting 10MB / 32MB
2025-08-08T22:49:47.914Z INFO  - 038c2b53fe5f Extracting 11MB / 32MB
2025-08-08T22:49:48.031Z INFO  - 038c2b53fe5f Extracting 12MB / 32MB
2025-08-08T22:49:48.974Z INFO  - 038c2b53fe5f Extracting 12MB / 32MB
2025-08-08T22:49:49.869Z INFO  - 038c2b53fe5f Extracting 13MB / 32MB
2025-08-08T22:49:50.307Z INFO  - 038c2b53fe5f Extracting 13MB / 32MB
2025-08-08T22:49:51.908Z INFO  - 038c2b53fe5f Extracting 14MB / 32MB
2025-08-08T22:49:52.539Z INFO  - 038c2b53fe5f Extracting 15MB / 32MB
2025-08-08T22:49:53.712Z INFO  - 038c2b53fe5f Extracting 15MB / 32MB
2025-08-08T22:49:54.338Z INFO  - 038c2b53fe5f Extracting 16MB / 32MB
2025-08-08T22:49:56.050Z INFO  - 038c2b53fe5f Extracting 17MB / 32MB
2025-08-08T22:49:56.057Z INFO  - 038c2b53fe5f Extracting 17MB / 32MB
2025-08-08T22:49:57.313Z INFO  - 038c2b53fe5f Extracting 19MB / 32MB
2025-08-08T22:49:58.166Z INFO  - 038c2b53fe5f Extracting 22MB / 32MB
2025-08-08T22:49:58.262Z INFO  - 038c2b53fe5f Extracting 23MB / 32MB
2025-08-08T22:49:58.634Z INFO  - 038c2b53fe5f Extracting 23MB / 32MB
2025-08-08T22:49:59.236Z INFO  - 038c2b53fe5f Extracting 25MB / 32MB
2025-08-08T22:49:59.353Z INFO  - 038c2b53fe5f Extracting 25MB / 32MB
2025-08-08T22:50:00.051Z INFO  - 038c2b53fe5f Extracting 28MB / 32MB
2025-08-08T22:50:01.049Z INFO  - 038c2b53fe5f Extracting 28MB / 32MB
2025-08-08T22:50:02.570Z INFO  - 038c2b53fe5f Extracting 30MB / 32MB
2025-08-08T22:50:04.195Z INFO  - 038c2b53fe5f Extracting 30MB / 32MB
2025-08-08T22:50:05.180Z INFO  - 038c2b53fe5f Extracting 31MB / 32MB
2025-08-08T22:50:06.531Z INFO  - 038c2b53fe5f Extracting 32MB / 32MB
2025-08-08T22:50:07.499Z INFO  - 038c2b53fe5f Extracting 32MB / 32MB
2025-08-08T22:50:08.844Z INFO  - 038c2b53fe5f Pull complete
2025-08-08T22:50:09.880Z INFO  - d75c6794473c Extracting 512KB / 5MB
2025-08-08T22:50:10.896Z INFO  - d75c6794473c Extracting 1MB / 5MB
2025-08-08T22:50:11.695Z INFO  - d75c6794473c Extracting 4MB / 5MB
2025-08-08T22:50:11.766Z INFO  - d75c6794473c Extracting 5MB / 5MB
2025-08-08T22:50:11.968Z INFO  - d75c6794473c Pull complete
2025-08-08T22:50:12.570Z INFO  - b049d305a6a1 Extracting 544KB / 67MB
2025-08-08T22:50:13.469Z INFO  - b049d305a6a1 Extracting 1MB / 67MB
2025-08-08T22:50:15.737Z INFO  - b049d305a6a1 Extracting 3MB / 67MB
2025-08-08T22:50:16.073Z INFO  - b049d305a6a1 Extracting 4MB / 67MB
2025-08-08T22:50:16.867Z INFO  - b049d305a6a1 Extracting 5MB / 67MB
2025-08-08T22:50:17.159Z INFO  - b049d305a6a1 Extracting 6MB / 67MB
2025-08-08T22:50:17.355Z INFO  - b049d305a6a1 Extracting 7MB / 67MB
2025-08-08T22:50:17.811Z INFO  - b049d305a6a1 Extracting 8MB / 67MB
2025-08-08T22:50:19.370Z INFO  - b049d305a6a1 Extracting 9MB / 67MB
2025-08-08T22:50:19.613Z INFO  - b049d305a6a1 Extracting 10MB / 67MB
2025-08-08T22:50:20.361Z INFO  - b049d305a6a1 Extracting 12MB / 67MB
2025-08-08T22:50:20.584Z INFO  - b049d305a6a1 Extracting 13MB / 67MB
2025-08-08T22:50:20.701Z INFO  - b049d305a6a1 Extracting 15MB / 67MB
2025-08-08T22:50:20.913Z INFO  - b049d305a6a1 Extracting 16MB / 67MB
2025-08-08T22:50:22.341Z INFO  - b049d305a6a1 Extracting 18MB / 67MB
2025-08-08T22:50:22.905Z INFO  - b049d305a6a1 Extracting 19MB / 67MB
2025-08-08T22:50:23.807Z INFO  - b049d305a6a1 Extracting 20MB / 67MB
2025-08-08T22:50:24.934Z INFO  - b049d305a6a1 Extracting 21MB / 67MB
2025-08-08T22:50:25.069Z INFO  - b049d305a6a1 Extracting 22MB / 67MB
2025-08-08T22:50:25.656Z INFO  - b049d305a6a1 Extracting 23MB / 67MB
2025-08-08T22:50:26.185Z INFO  - b049d305a6a1 Extracting 24MB / 67MB
2025-08-08T22:50:26.728Z INFO  - b049d305a6a1 Extracting 24MB / 67MB
2025-08-08T22:50:27.468Z INFO  - b049d305a6a1 Extracting 26MB / 67MB
2025-08-08T22:50:28.858Z INFO  - b049d305a6a1 Extracting 27MB / 67MB
2025-08-08T22:50:29.672Z INFO  - b049d305a6a1 Extracting 28MB / 67MB
2025-08-08T22:50:31.794Z INFO  - b049d305a6a1 Extracting 30MB / 67MB
2025-08-08T22:50:32.076Z INFO  - b049d305a6a1 Extracting 31MB / 67MB
2025-08-08T22:50:33.128Z INFO  - b049d305a6a1 Extracting 32MB / 67MB
2025-08-08T22:50:33.811Z INFO  - b049d305a6a1 Extracting 34MB / 67MB
2025-08-08T22:50:34.635Z INFO  - b049d305a6a1 Extracting 34MB / 67MB
2025-08-08T22:50:35.329Z INFO  - b049d305a6a1 Extracting 35MB / 67MB
2025-08-08T22:50:36.378Z INFO  - b049d305a6a1 Extracting 36MB / 67MB
2025-08-08T22:50:36.848Z INFO  - b049d305a6a1 Extracting 37MB / 67MB
2025-08-08T22:50:37.492Z INFO  - b049d305a6a1 Extracting 38MB / 67MB
2025-08-08T22:50:37.774Z INFO  - b049d305a6a1 Extracting 39MB / 67MB
2025-08-08T22:50:38.141Z INFO  - b049d305a6a1 Extracting 39MB / 67MB
2025-08-08T22:50:38.986Z INFO  - b049d305a6a1 Extracting 40MB / 67MB
2025-08-08T22:50:40.768Z INFO  - b049d305a6a1 Extracting 42MB / 67MB
2025-08-08T22:50:43.753Z INFO  - b049d305a6a1 Extracting 43MB / 67MB
2025-08-08T22:50:44.932Z INFO  - b049d305a6a1 Extracting 45MB / 67MB
2025-08-08T22:50:46.646Z INFO  - b049d305a6a1 Extracting 46MB / 67MB
2025-08-08T22:50:48.037Z INFO  - b049d305a6a1 Extracting 46MB / 67MB
2025-08-08T22:50:49.213Z INFO  - b049d305a6a1 Extracting 47MB / 67MB
2025-08-08T22:50:50.109Z INFO  - b049d305a6a1 Extracting 48MB / 67MB
2025-08-08T22:50:50.631Z INFO  - b049d305a6a1 Extracting 49MB / 67MB
2025-08-08T22:50:51.447Z INFO  - b049d305a6a1 Extracting 50MB / 67MB
2025-08-08T22:50:52.612Z INFO  - b049d305a6a1 Extracting 51MB / 67MB
2025-08-08T22:50:53.947Z INFO  - b049d305a6a1 Extracting 52MB / 67MB
2025-08-08T22:50:55.901Z INFO  - b049d305a6a1 Extracting 53MB / 67MB
2025-08-08T22:50:57.206Z INFO  - b049d305a6a1 Extracting 54MB / 67MB
2025-08-08T22:50:57.646Z INFO  - b049d305a6a1 Extracting 55MB / 67MB
2025-08-08T22:50:58.727Z INFO  - b049d305a6a1 Extracting 57MB / 67MB
2025-08-08T22:50:59.322Z INFO  - b049d305a6a1 Extracting 58MB / 67MB
2025-08-08T22:50:59.976Z INFO  - b049d305a6a1 Extracting 60MB / 67MB
2025-08-08T22:51:00.751Z INFO  - b049d305a6a1 Extracting 61MB / 67MB
2025-08-08T22:51:01.240Z INFO  - b049d305a6a1 Extracting 61MB / 67MB
2025-08-08T22:51:01.801Z INFO  - b049d305a6a1 Extracting 62MB / 67MB
2025-08-08T22:51:02.426Z INFO  - b049d305a6a1 Extracting 63MB / 67MB
2025-08-08T22:51:03.090Z INFO  - b049d305a6a1 Extracting 65MB / 67MB
2025-08-08T22:51:03.499Z INFO  - b049d305a6a1 Extracting 66MB / 67MB
2025-08-08T22:51:03.820Z INFO  - b049d305a6a1 Extracting 66MB / 67MB
2025-08-08T22:51:05.174Z INFO  - b049d305a6a1 Extracting 67MB / 67MB
2025-08-08T22:51:06.145Z INFO  - b049d305a6a1 Pull complete
2025-08-08T22:51:06.292Z INFO  - a44dc634b318 Extracting 1KB / 1KB
2025-08-08T22:51:06.467Z INFO  - a44dc634b318 Extracting 1KB / 1KB
2025-08-08T22:51:06.504Z INFO  - a44dc634b318 Pull complete
2025-08-08T22:51:06.524Z INFO  - 27073c19c451 Extracting 1KB / 1KB
2025-08-08T22:51:06.612Z INFO  - 27073c19c451 Extracting 1KB / 1KB
2025-08-08T22:51:06.728Z INFO  - 27073c19c451 Pull complete
2025-08-08T22:51:07.335Z INFO  - 13527115d99f Extracting 3KB / 3KB
2025-08-08T22:51:07.451Z INFO  - 13527115d99f Extracting 3KB / 3KB
2025-08-08T22:51:07.531Z INFO  - 13527115d99f Pull complete
2025-08-08T22:51:07.580Z INFO  - bf0fdaeeb3f7 Extracting 133B / 133B
2025-08-08T22:51:07.647Z INFO  - bf0fdaeeb3f7 Extracting 133B / 133B
2025-08-08T22:51:07.694Z INFO  - bf0fdaeeb3f7 Pull complete
2025-08-08T22:51:08.197Z INFO  - 5102baefcdc8 Extracting 270B / 270B
2025-08-08T22:51:08.199Z INFO  - 5102baefcdc8 Extracting 270B / 270B
2025-08-08T22:51:08.246Z INFO  - 5102baefcdc8 Pull complete
2025-08-08T22:51:08.333Z INFO  - 1025e0b47ade Extracting 270B / 270B
2025-08-08T22:51:08.334Z INFO  - 1025e0b47ade Extracting 270B / 270B
2025-08-08T22:51:08.633Z INFO  - 1025e0b47ade Pull complete
2025-08-08T22:51:08.653Z INFO  - f66774ae7759 Extracting 833B / 833B
